frame_id,episode_id,episode_step,block_id,baseline_spearman,flash_spearman,difference_spearman,baseline_kendall,flash_kendall,difference_kendall
31,0,31,0,0.04302417366265134,-0.49019607843137264,-0.533220252094024,0.052443653342723426,-0.338235294117647,-0.39067894746037046
32,0,32,0,-0.06748471337629476,-0.5821592475144071,-0.5146745341381123,-0.04444566382094698,-0.39107694443752145,-0.34663128061657444
33,0,33,0,0.30911705111658183,-0.35380942175912844,-0.6629264728757103,0.369940407569596,-0.2304976060513433,-0.6004380136209393
34,0,34,0,0.0012292621046471812,-0.3601737966616241,-0.36140305876627127,0.05970814340265321,-0.2686866453119394,-0.3283947887145926
35,0,35,0,-0.09342391995318577,-0.3582824782886922,-0.2648585583355064,-0.044781107551989906,-0.2814892041993309,-0.23670809664734097
36,0,36,0,-0.7116569774227447,-0.502450980392157,0.20920599703058773,-0.5481631871250128,-0.3823529411764705,0.16581024594854227
37,0,37,0,-0.22699403590208236,-0.3703250236217016,-0.14333098771961925,-0.13333699146284095,-0.30258508589286587,-0.16924809443002492
38,0,38,0,0.03676470588235294,-0.4505839439583075,-0.4873486498406604,0.14705882352941174,-0.34946411240042374,-0.4965229359298355
39,0,39,0,-0.23558299942270172,-0.4218271792247197,-0.18624417980201796,-0.14815221273648993,-0.287824837800531,-0.13967262506404104
40,0,40,0,-0.15941143400934174,-0.5003066544293187,-0.3408952204199769,-0.11070186069251191,-0.40590682253921034,-0.2952049618466984
41,0,41,0,-0.42822118124230674,-0.5861435804343488,-0.15792239919204204,-0.3259348680202779,-0.46494781490855003,-0.13901294688827215
42,0,42,0,0.20490812970620412,-0.4819130274282408,-0.6868211571344449,0.17778265528378792,-0.40590682253921034,-0.5836894778229983
43,0,43,0,0.14110440069588906,-0.4754901960784314,-0.6165945967743205,0.11852177018919194,-0.3676470588235294,-0.4861688290127213
44,0,44,0,0.4892704782286719,-0.3970588235294118,-0.8863293017580838,0.3173453339852008,-0.2794117647058823,-0.5967570986910831
45,0,45,0,0.17668724956702628,-0.4009810686234981,-0.5776683181905243,0.11852177018919194,-0.273064589708196,-0.391586359897388
46,0,46,0,0.4754901960784314,-0.37254901960784315,-0.8480392156862746,0.2941176470588235,-0.30882352941176466,-0.6029411764705881
47,0,47,0,0.5039853798295343,-0.43926413434024586,-0.9432495141697801,0.3321055820775357,-0.34075008929392686,-0.6728556713714626
48,0,48,0,0.0,-0.41104325420106813,-0.41104325420106813,0.02214037213850238,-0.29630442547297986,-0.31844479761148226
49,0,49,0,0.2625768847732196,-0.2244022494131503,-0.4869791341863699,0.14815221273648993,-0.1697428530618516,-0.31789506579834154
50,0,50,0,0.09325160393815277,-0.3911711342229232,-0.48442273816107595,0.029630442547297985,-0.273064589708196,-0.302695032255494
51,0,51,0,0.3386505616701337,-0.23529411764705882,-0.5739446793171925,0.23704354037838388,-0.14705882352941174,-0.3841023639077956
52,0,52,0,0.33251558772683415,-0.4012272958917888,-0.7337428836186229,0.1925978765574369,-0.2814892041993309,-0.47408708075676775
53,0,53,0,0.4834359467320025,-0.4319021656082865,-0.9153381123402891,0.3259348680202779,-0.3259348680202779,-0.6518697360405558
54,0,54,0,0.502450980392157,-0.019631916618558475,-0.5220828970107154,0.3235294117647059,-0.029630442547297985,-0.35315985431200386
55,0,55,0,0.4708768512275941,0.06008584820352112,-0.41079100302407295,0.273064589708196,0.0369006202308373,-0.23616396947735874
56,0,56,0,0.4558823529411765,-0.16911764705882354,-0.625,0.30882352941176466,-0.14705882352941174,-0.4558823529411764
57,0,57,0,0.6343563057371707,-0.13243411440776084,-0.7667904201449316,0.4148261956621718,-0.08118136450784207,-0.4960075601700139
58,0,58,0,0.4754901960784314,-0.24509803921568632,-0.7205882352941178,0.24999999999999997,-0.1764705882352941,-0.42647058823529405
59,0,59,0,0.3877303532165299,-0.019607843137254905,-0.40733819635378476,0.23704354037838388,-0.02941176470588235,-0.26645530508426624
60,0,60,0,0.02575107780150905,0.07607367689691409,0.05032259909540504,0.0073801240461674605,0.04444566382094698,0.03706553977477952
61,0,61,0,0.445125773426085,-0.029447874927837715,-0.47457364835392274,0.30258508589286587,0.014815221273648992,-0.2877698646192169
62,0,62,0,0.47823430202802525,-0.3921568627450981,-0.8703911647731233,0.287824837800531,-0.2794117647058823,-0.5672366025064133
63,0,63,0,0.3507051548205518,-0.11042953097939143,-0.4611346857999432,0.2287838454311913,-0.08889132764189396,-0.31767517307308524
72,0,72,1,0.732843137254902,-0.4230534210247916,-1.1558965582796936,0.5147058823529411,-0.3173453339852008,-0.8320512163381419
73,0,73,1,0.8228082478482177,-0.3813611998223483,-1.204169447670566,0.642070792016569,-0.25830434161586113,-0.9003751336324302
74,0,74,1,0.8399756330492237,-0.33721649501976136,-1.177192128068985,0.7011117843859087,-0.25830434161586113,-0.9594161260017698
75,0,75,1,0.8424281166493675,0.41421568627450983,-0.4282124303748576,0.7306322805705786,0.338235294117647,-0.3923969864529316
76,0,76,1,0.8080378112860912,0.7483146352827896,-0.05972317600330157,0.6108085131151384,0.5565325747764729,-0.05427593833866551
77,0,77,1,0.8616498698496179,0.6982843345940315,-0.1633655352555864,0.697938139851107,0.52093649229188,-0.17700164755922698
78,0,78,1,0.7918723475177456,0.7045196143336816,-0.087352733184064,0.5858944856451566,0.5098042927042271,-0.07609019294092945
79,0,79,1,0.8042260502871332,0.7561668103011205,-0.04805923998601269,0.6011125242333424,0.5662353177085652,-0.034877206524777216
80,0,80,1,0.7677735464960137,0.6937876233907901,-0.07398592310522356,0.5390359656794853,0.4605380584029664,-0.0784979072765189
81,0,81,1,0.7331675548108518,0.7782832744714192,0.04511571966056738,0.4928328829069579,0.5554584084687848,0.06262552556182688
82,0,82,1,0.7415346553669748,0.7240453908016932,-0.01748926456528166,0.525022331292413,0.544545142081633,0.019522810789219913
83,0,83,1,0.7635560625190468,0.7571044012506021,-0.006451661268444764,0.5360361007641085,0.56086363289652,0.02482753213241151
84,0,84,1,0.6732207052916749,0.7040065318778876,0.03078582658621276,0.4179570038185724,0.5264497328966635,0.1084927290780911
85,0,85,1,0.7623245204827257,0.7072618877577149,-0.055062632725010774,0.5511357092363368,0.5319284839047662,-0.0192072253315706
86,0,86,1,0.7792996442840073,0.746162097520839,-0.03313754676316838,0.5760221094612907,0.5821543981758688,0.006132288714578049
87,0,87,1,0.6958212505213893,0.7290728855020575,0.03325163498066819,0.4605380584029664,0.5511357092363368,0.0905976508333704
88,0,88,1,0.8249231994082292,0.7463517925331652,-0.07857140687506403,0.6366560157203739,0.5953450064539958,-0.041311009266378096
89,0,89,1,0.7641290224971209,0.7960743003775943,0.03194527788047341,0.5544369932703277,0.6264106396359443,0.07197364636561665
90,0,90,1,0.7911329000851551,0.8078915758266043,0.01675867574144918,0.600245047998781,0.6417333600697073,0.04148831207092629
91,0,91,1,0.7632849478917847,0.7888981966461363,0.02561324875435156,0.5334909798094247,0.6314421312245398,0.09795115141511512
92,0,92,1,0.8773429862403868,0.7485414376916115,-0.12880154854877524,0.7179287258410955,0.5378819261287777,-0.18004679971231774
93,0,93,1,0.9300611947841055,0.8174676271753674,-0.11259356760873818,0.7984359711335656,0.6676503510978771,-0.1307856200356885
94,0,94,1,0.8764695800375406,0.796587367235247,-0.07988221280229357,0.7324692185932543,0.6365968463956503,-0.09587237219760403
95,0,95,1,0.9262356315666813,0.8616529247900262,-0.06458270677665512,0.8051739468871075,0.7243676773997259,-0.08080626948738168
96,0,96,1,0.8990084348963095,0.7824473412683742,-0.11656109362793532,0.765443579726566,0.5953450064539958,-0.17009857327257016
97,0,97,1,0.8967551333410321,0.7589900938382653,-0.13776503950276675,0.7561528526737888,0.544545142081633,-0.21160771059215588
98,0,98,1,0.8847361843808931,0.8174676271753674,-0.06726855720552571,0.7467593524023622,0.6676503510978771,-0.07910900130448517
99,0,99,1,0.910402287171184,0.8131586696695938,-0.09724361750159016,0.7663284152236411,0.6672595402972122,-0.09906887492642891
100,0,100,1,0.8991930903905294,0.894943399360705,-0.004249691029824421,0.7495836802343657,0.7763376175556711,0.026753937321305377
101,0,101,1,0.9218458913395368,0.8639037312471484,-0.057942160092388395,0.7985948748120051,0.7132774396280545,-0.08531743518395063
102,0,102,1,0.8937384401078929,0.8833636129230381,-0.010374827184854829,0.76414006216274,0.7624806019266225,-0.001659460236117516
103,0,103,1,0.8552469284675572,0.8791682487468737,0.023921320279316483,0.6896946665240163,0.765443579726566,0.07574891320254962
104,0,104,1,0.8760331583110347,0.8323258603414043,-0.043707297969630354,0.7262353246432736,0.6995956038295815,-0.026639720813692036
105,0,105,1,0.8632802400300278,0.8174676271753674,-0.04581261285466043,0.698703855800104,0.6676503510978771,-0.031053504702226897
106,0,106,1,0.8994956923946986,0.8563575226149724,-0.043138169779726177,0.7709910794438826,0.7201579347479219,-0.050833144695960675
107,0,107,1,0.8357259645442119,0.7945895475146952,-0.04113641702951665,0.6470173894012833,0.6011125242333424,-0.0459048651679409
108,0,108,1,0.8479461097510954,0.8091231178629255,-0.038822991888169955,0.6806139097297725,0.6266337515974788,-0.05398015813229373
109,0,109,1,0.7985674925147909,0.7963289488908407,-0.002238543623950151,0.5953450064539958,0.6160411036336974,0.020696097179701556
110,0,110,1,0.8121441232113035,0.8098987629594783,-0.0022453602518252014,0.6111323313521407,0.6315486014097141,0.020416270057573405
111,0,111,1,0.850133994107596,0.8787622252415269,0.02862823113393087,0.6676503510978771,0.7358135420250506,0.06816319092717349
112,0,112,1,0.8651414156758693,0.8364422313913683,-0.028699184284501023,0.6825988400741596,0.6731911129165357,-0.009407727157623946
113,0,113,1,0.8545728024504742,0.8874751651518535,0.03290236270137936,0.6831771034489905,0.7514691493021793,0.06829204585318882
114,0,114,1,0.8393016023319044,0.7339990536473417,-0.10530254868456268,0.6519202405202649,0.5058368838196516,-0.14608335670061323
115,0,115,1,0.8453685528413937,0.780978874522852,-0.0643896783185417,0.6524318552568007,0.5752237416355278,-0.07720811362127289
116,0,116,1,0.8206412976913118,0.7475460160468732,-0.07309528164443857,0.597081434026532,0.5058368838196516,-0.09124455020688038
117,0,117,1,0.8497582694775583,0.7215768554278954,-0.12818141404966288,0.672245564487355,0.47199288008451085,-0.2002526844028441
118,0,118,1,0.7839721257305926,0.7699929421501385,-0.013979183580454135,0.56086363289652,0.5414911538365681,-0.019372479059951875
119,0,119,1,0.7980491989024393,0.7409299513819727,-0.0571192475204666,0.6011125242333424,0.5114083119567587,-0.08970421227658365
120,0,120,1,0.8015187170618018,0.6765353556688167,-0.12498336139298505,0.6264106396359443,0.4152392329862812,-0.21117140664966316
121,0,121,1,0.7704222407728657,0.7308842495000171,-0.03953799127284863,0.5792574692537632,0.4699127735078951,-0.10934469574586808
122,0,122,1,0.7068257101721291,0.7928603358589738,0.08603462568684461,0.46273811137056237,0.5805757147845337,0.11783760341397137
123,0,123,1,0.6998817637115475,0.7236990222800663,0.023817258568518795,0.45700897912944705,0.49636689101685416,0.039357911887407115
124,0,124,1,0.7035718257346313,0.6658572910021582,-0.037714534732473104,0.4662840491370448,0.4244373438135826,-0.041846705323462186
125,0,125,1,0.6969916133349517,0.6934151020236936,-0.003576511311258135,0.45700897912944705,0.4641501769396695,0.007141197810222433
126,0,126,1,0.7040065318778876,0.7931130713907518,0.08910653951286418,0.4813254700769494,0.6115341431252505,0.13020867304830103
127,0,127,1,0.7035002721746871,0.7426106572325057,0.03911038505781861,0.46843061874950415,0.544545142081633,0.07611452333212881
136,0,136,2,0.41950379837732354,0.5781097169497844,0.15860591857246087,0.21894432284731188,0.4061183653774261,0.18717404253011424
137,0,137,2,0.35214750434539266,0.49325190504128175,0.1411044006958891,0.16296743401013894,0.2814892041993309,0.11852177018919194
138,0,138,2,0.35214750434539266,0.49938839379066485,0.1472408894452722,0.16296743401013894,0.30716996957880865,0.14420253556866972
139,0,139,2,0.27060454835947356,0.47655628430237595,0.2059517359429024,0.1273631581180426,0.3271878296459965,0.1998246715279539
140,0,140,2,0.27535471144096857,0.48703924588318653,0.21168453444221796,0.08956221510397981,0.28153371388143883,0.191971498777459
141,0,141,2,0.3482526712204081,0.5346796732074042,0.18642700198699608,0.19926334924652145,0.3911521443121589,0.19188879506563744
142,0,142,2,0.3249540770190428,0.6576692067217089,0.33271512970266615,0.18450310115418653,0.5037175233040657,0.31921442214987916
143,0,143,2,0.2890548584748922,0.6163300813816631,0.3272752229067709,0.09739535620791494,0.4089473655749639,0.31155200936704897
144,0,144,2,0.23543842561379705,0.5000060667463435,0.2645676411325465,0.0369006202308373,0.3158698397379981,0.2789692195071608
145,0,145,2,-0.3090129336181086,0.5950924725000538,0.9041054061181624,-0.30258508589286587,0.4592718594831188,0.7618569453759847
146,0,146,2,0.24294496815466113,0.49877300428543797,0.25582803613077687,0.05926088509459597,0.33459329910678864,0.27533241401219266
147,0,147,2,0.21253135404280976,0.6025970654317876,0.39006571138897783,0.05970814340265321,0.4605380584029664,0.4008299150003132
148,0,148,2,0.24846417622097117,0.556855733405173,0.30839155718420186,0.1273631581180426,0.38810293211724584,0.26073977399920323
149,0,149,2,0.19631916618558476,0.4257671916649869,0.22944802547940213,0.05926088509459597,0.23704354037838388,0.1777826552837879
150,0,150,2,0.2332723415587968,0.43759363716408134,0.20432129560528453,0.11153109970226288,0.26631567529325295,0.15478457559099007
151,0,151,2,0.24306543611862566,0.40203994157650585,0.1589745054578802,0.11324706354171304,0.23290128526670129,0.11965422172498824
152,0,152,2,0.3043792948091033,0.2946597998637433,-0.009719494945360008,0.12834667201394145,0.15614353958316804,0.027796867569226585
153,0,153,2,0.26993885350517904,0.2802717598595573,0.01033290635437828,0.14815221273648993,0.2089785019092862,0.06082628917279628
154,0,154,2,0.04171782281443676,0.3997567191674041,0.3580388963529673,-0.08889132764189396,0.3820894743541278,0.47098080199602177
155,0,155,2,0.13382465910478342,0.25647836394157203,0.12265370483678861,-0.022306219940452576,0.1667432422124789,0.18904946215293147
156,0,156,2,0.1954526746389018,0.3265330198421463,0.13108034520324446,0.014927035850663302,0.19329383326428434,0.17836679741362105
157,0,157,2,0.18684783990637155,0.5183248631540102,0.3314770232476386,0.044781107551989906,0.4252464331814255,0.38046532562943564
158,0,158,2,-0.023370392812863627,0.35098948035149735,0.374359873164361,-0.1273631581180426,0.2340439313195403,0.36140708943758293
159,0,159,2,0.12169694836007094,0.31611173135718335,0.1944147829971124,-0.044781107551989906,0.2122368685775135,0.2570179761295034
160,0,160,2,0.2860655557010508,0.13853409924524968,-0.14753145645580112,0.1710143528768031,-0.01527830828380352,-0.18629266116060664
161,0,161,2,0.4387254901960785,0.12175049766441642,-0.31697499253166206,0.2941176470588235,0.03105350470222684,-0.26306414235659664
162,0,162,2,0.4093137254901961,0.7482436885786345,0.3389299630884384,0.2794117647058823,0.6575355056394069,0.3781237409335246
163,0,163,2,0.008594244162692513,0.006215675471431471,-0.0023785686912610425,-0.03717703323408763,-0.06958577997514236,-0.03240874674105473
164,0,164,2,0.5215287659291673,0.6173008864020414,0.09577212047287409,0.3820894743541278,0.5002297266374367,0.11814025228330888
165,0,165,2,-0.37837952049240126,0.8785282686804917,1.256907789172893,-0.27511004593224847,0.6815001785878537,0.9566102245201022
166,0,166,2,-0.39754524509169503,0.9175954230734875,1.3151406681651825,-0.3080205518168487,0.7566869982307237,1.0647075500475724
167,0,167,2,0.15176166823650233,0.19383247833024103,0.0420708100937387,0.11413528941139411,0.13750477455423168,0.02336948514283757
168,0,168,2,0.07540455329663548,0.42997672783227414,0.35457217453563866,0.01527830828380352,0.31346775286392936,0.29818944458012586
169,0,169,2,0.5768796962754232,0.40981625941240823,-0.167063436863015,0.47199288008451085,0.2814892041993309,-0.19050367588517997
170,0,170,2,0.6012274464433534,0.5447856861649977,-0.05644176027835568,0.4148261956621718,0.3851957531148738,-0.02963044254729802
171,0,171,2,0.5261941655201908,0.1570553329484678,-0.36913883257172303,0.40013962451405277,0.05926088509459597,-0.3408787394194568
172,0,172,2,0.5833900281645432,-0.29310700464440825,-0.8764970328089514,0.4662840491370448,-0.2038447143750835,-0.6701287635121282
173,0,173,2,0.5775932150345693,-0.2988428038758767,-0.876436018910446,0.49073727534742323,-0.23968435324771256,-0.7304216285951358
174,0,174,2,0.49969391060226476,-0.16347654938350076,-0.6631704599857655,0.33459329910678864,-0.1694113034992668,-0.5040046026060554
175,0,175,2,0.6068814387118384,-0.616240357854983,-1.2231217965668213,0.46273811137056237,-0.6218318896351492,-1.0845700010057115
176,0,176,2,0.5107436530971551,-0.2546821634816874,-0.7654258165788425,0.3643349256940588,-0.21561438627179408,-0.5799493119658529
177,0,177,2,0.5444513592319056,-0.5703860190354862,-1.1148373782673917,0.3763863263545405,-0.4125143236626951,-0.7889006500172355
178,0,178,2,0.44567294729391177,0.13767735572048428,-0.3079955915734275,0.24536841934497836,0.1343433226559697,-0.11102509668900865
179,0,179,2,0.4477275254674926,0.28466279096909786,-0.16306473449839476,0.2322504648034895,0.16296743401013894,-0.06928303079335055
180,0,180,2,0.46683187593218334,0.465686274509804,-0.0011456014223793498,0.2836136811626027,0.24999999999999997,-0.03361368116260274
181,0,181,2,0.5426651314157273,0.7132352941176472,0.17057016270191994,0.3643349256940588,0.5294117647058822,0.16507683901182346
182,0,182,2,0.5169278730571902,0.6879216498403132,0.170993776783123,0.3609941025577121,0.49446831109321987,0.1334742085355078
183,0,183,2,0.4272567098024278,0.42778321241721906,0.0005265026147912577,0.1710143528768031,0.32839478871459266,0.15738043583778955
184,0,184,2,0.3655418530904417,0.3076879551755529,-0.05785389791488876,0.1504142093990467,0.18945269338520176,0.03903848398615506
185,0,185,2,0.24402211821430006,-0.15108766796356038,-0.3951097861778604,0.0369006202308373,-0.12524485821702988,-0.1621454784478672
186,0,186,2,0.24171797336600126,0.08090587059589127,-0.16081210277011,0.05926088509459597,-0.0776337617555671,-0.13689464685016306
187,0,187,2,0.24294496815466113,0.054492183127833584,-0.18845278502682755,0.05926088509459597,-0.03080205518168487,-0.09006294027628084
188,0,188,2,0.015970564176627323,0.17835299778238028,0.16238243360575297,-0.05970814340265321,0.1273631581180426,0.18707130152069582
189,0,189,2,-0.1449635825263096,0.004975678616887768,0.14993926114319736,-0.2007559794640732,-0.11597629995857059,0.08477967950550261
190,0,190,2,0.2162168688528007,0.01743690537052007,-0.19877996348228064,0.12640191299589792,-0.11693085350625601,-0.24333276650215394
191,0,191,2,0.37392628500581804,0.08878097213362109,-0.28514531287219697,0.21726656384842563,-0.045475429694312425,-0.2627419935427381
200,0,200,3,-0.6715686274509804,-0.7622549019607844,-0.09068627450980393,-0.5441176470588235,-0.5588235294117646,-0.014705882352941124
201,0,201,3,-0.3960761014232106,-0.6323529411764707,-0.23627683975326008,-0.3763863263545405,-0.5735294117647058,-0.19714308541016534
202,0,202,3,-0.502450980392157,-0.8039215686274511,-0.30147058823529416,-0.45588235294117646,-0.6617647058823529,-0.20588235294117646
203,0,203,3,-0.4852941176470589,-0.6691176470588236,-0.18382352941176472,-0.5147058823529411,-0.5588235294117646,-0.044117647058823484
204,0,204,3,-0.3651960784313726,-0.7965686274509804,-0.43137254901960786,-0.3676470588235294,-0.6029411764705882,-0.23529411764705882
205,0,205,3,-0.003678725400215579,-0.7107843137254903,-0.7071055883252747,-0.02214037213850238,-0.5147058823529411,-0.49256551021443873
206,0,206,3,-0.10784313725490197,-0.411764705882353,-0.303921568627451,-0.08823529411764705,-0.30882352941176466,-0.2205882352941176
207,0,207,3,-0.058823529411764705,-0.34089522041997694,-0.2820716910082122,-0.014705882352941175,-0.18450310115418653,-0.16979721880124535
208,0,208,3,-0.13725490196078433,-0.6207773628468265,-0.48352246088604217,-0.1176470588235294,-0.4328840396692358,-0.3152369808457064
209,0,209,3,-0.31127450980392163,-0.8039215686274511,-0.4926470588235295,-0.2941176470588235,-0.6323529411764706,-0.3382352941176471
210,0,210,3,-0.13235294117647062,-0.7549019607843138,-0.6225490196078431,-0.13235294117647056,-0.5441176470588235,-0.4117647058823529
211,0,211,3,-0.2636419870154498,-0.7769607843137256,-0.5133187972982758,-0.21402359733885637,-0.5441176470588235,-0.33009404971996714
212,0,212,3,-0.2489270854145875,-0.6290620434368639,-0.38013495802227637,-0.18450310115418653,-0.4206670706315453,-0.23616396947735876
213,0,213,3,-0.40441176470588236,-0.8056408626472117,-0.4012290979413293,-0.2941176470588235,-0.6273105439242341,-0.33319289686541065
214,0,214,3,-0.4708768512275941,-0.7369713218431876,-0.2660944706155935,-0.34686583016987066,-0.5092285591855548,-0.1623627290156841
215,0,215,3,-0.41666666666666674,-0.7648877304796337,-0.3482210638129669,-0.3235294117647059,-0.5873971250985845,-0.26386771333387865
216,0,216,3,-0.43857626238891967,-0.7444739916181661,-0.3058977292292464,-0.34332182456525595,-0.5427846852176794,-0.19946286065242347
217,0,217,3,-0.3973023432232825,-0.7764151199714207,-0.37911277674813815,-0.273064589708196,-0.5576554985113145,-0.28459090880311844
218,0,218,3,-0.3644174522319917,-0.4674850144794237,-0.10306756224743202,-0.25185876165203286,-0.3703805318412249,-0.11852177018919202
219,0,219,3,-0.42699418645364684,-0.4868179946285282,-0.059823808174881365,-0.31111964674662884,-0.25830434161586113,0.05281530513076771
220,0,220,3,-0.3852763636392101,-0.5076641052297498,-0.12238774159053972,-0.31111964674662884,-0.287824837800531,0.023294808946097867
221,0,221,3,-0.412270248989728,-0.6662581702423283,-0.2539879212526002,-0.2814892041993309,-0.4592718594831188,-0.17778265528378795
222,0,222,3,-0.5322704913122295,-0.5554875354325524,-0.023217044120322883,-0.3731758962665826,-0.3763863263545405,-0.003210430087957905
223,0,223,3,-0.4684243676274503,-0.4103206488456559,0.05810371878179443,-0.287824837800531,-0.2899808592258835,-0.002156021425352539
224,0,224,3,-0.6723931441856278,-0.4730392156862746,0.19935392849935318,-0.42964141693582086,-0.3676470588235294,0.06199435811229148
225,0,225,3,-0.5852765141907745,-0.4058860358237856,0.17939047836698896,-0.42964141693582086,-0.30258508589286587,0.127056331042955
226,0,226,3,-0.652336121368393,-0.4500307406263725,0.20230538074202054,-0.46273811137056237,-0.30258508589286587,0.1601530254776965
227,0,227,3,-0.6073624203866528,-0.6315145270370076,-0.024152106650354832,-0.5037175233040657,-0.5682695515548944,-0.06455202825082873
228,0,228,3,-0.5937335965445885,-0.5680985871495359,0.025635009395052588,-0.46273811137056237,-0.47408708075676775,-0.011348969386205388
229,0,229,3,-0.5162477978302529,-0.5447856861649977,-0.0285378883347448,-0.3763863263545405,-0.5037175233040657,-0.12733119694952522
230,0,230,3,-0.5570556340515967,-0.7259351456425408,-0.16887951159094405,-0.47408708075676775,-0.5239888072778897,-0.0499017265211219
231,0,231,3,-0.5088903470298217,-0.8159515344588366,-0.3070611874290149,-0.4206670706315453,-0.6518697360405558,-0.23120266540901047
232,0,232,3,-0.48834392588664205,-0.8431372549019609,-0.35479332901531885,-0.3851957531148738,-0.6911764705882353,-0.3059807174733615
233,0,233,3,-0.51533781123716,-0.8117720716475711,-0.2964342604104111,-0.40001097438852284,-0.6273105439242341,-0.2272995695357113
234,0,234,3,-0.6171783786959321,-0.724708903842469,-0.10753052514653694,-0.47408708075676775,-0.46494781490855003,0.009139265848217726
235,0,235,3,-0.6278358016367921,-0.7083333333333334,-0.08049753169654128,-0.5239888072778897,-0.4705882352941176,0.05340057198377207
236,0,236,3,-0.5269607843137256,-0.678921568627451,-0.1519607843137254,-0.4705882352941176,-0.49999999999999994,-0.02941176470588236
237,0,237,3,-0.5791415402474751,-0.6887254901960785,-0.10958394994860343,-0.4148261956621718,-0.41176470588235287,0.00306148977981896
238,0,238,3,-0.6560393630384448,-0.7394238054433313,-0.08338444240488652,-0.5535093034625596,-0.49446831109321987,0.059040992369339684
239,0,239,3,-0.5285102158309715,-0.47058823529411764,0.05792198053685382,-0.45018756681621513,-0.2794117647058823,0.17077580211033283
240,0,240,3,-0.4230534210247916,-0.4941754454289594,-0.07112202440416782,-0.2435440935235262,-0.30258508589286587,-0.05904099236933966
241,0,241,3,-0.2303921568627451,-0.465686274509804,-0.23529411764705888,-0.1176470588235294,-0.3676470588235294,-0.25
242,0,242,3,-0.523605248630684,-0.3995098039215687,0.12409544470911532,-0.34686583016987066,-0.3235294117647059,0.02333641840516476
243,0,243,3,-0.6965053424408162,-0.6474556704379418,0.049049672002874356,-0.45018756681621513,-0.5092285591855548,-0.05904099236933963
244,0,244,3,-0.6519607843137255,-0.6625771858763486,-0.010616401562623112,-0.4411764705882352,-0.5185327445777148,-0.07735627398947958
245,0,245,3,-0.5125690724300374,-0.6544117647058824,-0.141842692275845,-0.3173453339852008,-0.588235294117647,-0.27088996013244615
246,0,246,3,-0.5312887434897388,-0.6523606376382293,-0.12107189414849051,-0.35556531056757584,-0.4206670706315453,-0.06510176006396945
